customer_id,loan_id,report_code,current_balance,interest_due,interest_rate,next_payment,maturity_date,regular_payment,escrow_payment,letter_of_credit,balloon_date,branch_id,igl,term_of_note,payment_frequency,participation_code,payment_type,balloon_loan_indicator,balloon_loan_term,purpose_code,original_principal,committed_liability,original_loan_amount,revolving_indicator,principal_paid_mtd,interest_paid_mtd,interest_paid_qtd,interest_paid_ltd,interest_accrued_ytd,interest_accrued_qtd,remaining_installments,officer_id,date_on_file,note_date,date_interest_begin,first_payment_date,date_last_renewal,interest_paid_through_date,misc_fees_balance,payoff_date,payoff_amount,prepayment_type,prepayment_paid,rate_index,rate_review_date,rate_review_interval,accrual_method,original_interest_rate,index_rate_at_last_review,original_index,new_interest_rate_pending,date_new_rate_effective,rate_change_date,rate_margin,periodic_rate_increase_limit,periodic_rate_decrease_limit,rate_floor,rate_ceiling,escrow_balance,late_charge_code,late_charge_percentage,minimum_late_charge,maximum_late_charge,late_charge_waived_jan,late_charge_waived_feb,late_charge_waived_mar,late_charge_waived_apr,late_charge_waived_may,late_charge_waived_jun,late_charge_waived_jul,late_charge_waived_aug,late_charge_waived_sept,late_charge_waived_oct,late_charge_waived_nov,late_charge_waived_dec,late_charge_paid_jan,late_charge_paid_feb,late_charge_paid_mar,late_charge_paid_apr,late_charge_paid_may,late_charge_paid_jun,late_charge_paid_jul,late_charge_paid_aug,late_charge_paid_sept,late_charge_paid_oct,late_charge_paid_nov,late_charge_paid_dec,deferred_int,deferred_int_expiration_date,late_charges_paid_ltd,date_last_delinquent,late_charges_paid_ytd,late_charges_waived_ytd,total_amount_delinquent,l12_05_days_delinquent,l12_10_days_delinquent,l12_15_days_delinquent,l12_30_days_delinquent,l12_60_days_delinquent,l12_90_days_delinquent,l12_120_days_delinquent,charge_off_code,previous_charge_off_code,unrec_income_at_nonaccrual_ltd,unrec_income_at_nonaccrual_ytd,unrec_income_since_nonaccrual_ltd,unrec_income_since_nonaccrual_ytd,bank_principal,bank_interest,bank_late_charge,bank_interest_paid_charge_off,bank_principal_mtd,bank_interest_mtd,bank_principal_ytd,bank_interest_ytd,bank_principal_ltd,bank_interest_ltd,current_risk_code,original_risk_code,special_participation_code,fasb_unamortized_balance,fasb_cost_unamortized_balance2,fasb_net_unamortized_balance3,fasb_net_unamortized_balance4,cra_annual_sales,dti,flood_zone,cra_state,sba_guarantee_percent,sba_lenders_fee,account_status,city,state,zip
cif_cust_id_01450,loan_id_0156,Commercial,0,0,0,,1/1/2049,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,12/7/2023,12/7/2023,12/7/2023,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_02260,loan_id_0278,Commercial,0,0,0,,5/8/2044,0,0,0,,branch_id_10,,M360,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,3/29/2022,3/2/2022,3/2/2022,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_03766,loan_id_0452,Commercial,0,0,0,,2/1/2041,0,0,0,,branch_id_10,,M240,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,3/29/2022,3/1/2022,3/1/2022,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,MEDFORD ,OR,975011409
cif_cust_id_06391,loan_id_0734,Commercial,0,0,0,,11/1/2042,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,9/6/2023,7/13/2023,7/13/2023,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,MEDFORD ,OR,975011409
cif_cust_id_06432,loan_id_0766,Commercial,0,0,0,,8/23/2025,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,9/19/2024,8/23/2024,8/23/2024,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,WHITE CITY ,OR,975031923
cif_cust_id_06476,loan_id_0774,Commercial,0,0,0,,7/25/2043,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,8/4/2023,7/25/2023,7/25/2023,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_13941,loan_id_1441,Commercial,0,0,0,,6/11/2050,0,0,0,,branch_id_10,,M360,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,3/28/2022,6/11/2020,6/11/2020,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,MEDFORD ,OR,975011409
cif_cust_id_13952,loan_id_1466,Commercial,0,0,0,,3/27/2026,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,9/11/2024,9/11/2024,9/11/2024,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ASHLAND ,OR,975202336
cif_cust_id_14391,loan_id_1565,Commercial,0,0,0,,8/1/2050,0,0,0,,branch_id_10,,M300,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,7/23/2025,7/23/2025,7/23/2025,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_16203,loan_id_1772,Commercial,0,0,0,,2/17/2047,0,0,0,,branch_id_10,,M300,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,3/29/2022,2/18/2022,2/18/2022,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_17492,loan_id_1982,Commercial,0,0,0,,2/13/2027,0,0,0,,branch_id_05,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_052,11/30/2023,11/1/2023,11/1/2023,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,CENTRAL POINT ,OR,975029341
cif_cust_id_17663,loan_id_2017,Commercial,0,0,0,,9/1/2048,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,8/22/2023,8/22/2023,8/22/2023,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_17734,loan_id_2034,Commercial,56167.82,0,0,8/29/2067,8/29/2067,0,0,0,,branch_id_01,,M600,Not Defined,0,Single Pay, ,0,530,0,20000000,20000000,Revolving,801000,0,0,0,0,0,1,officer_id_012,8/29/2017,8/29/2017,8/29/2017,8/29/2067,8/29/2017,,0,,56167.82,No Prepayment Penatly,0,Fixed,, ,365/360,0,0,0,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0, ,0,0,0,0,0,0, ,41,0,0,Open,MEDFORD ,OR,975044004
cif_cust_id_17850,loan_id_2047,Commercial,0,0,0,,5/28/2045,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,3/28/2022,5/28/2020,5/28/2020,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ROSEBURG ,OR,974704906
cif_cust_id_18047,loan_id_2074,Commercial,0,0,0,,11/1/2045,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,10/2/2025,10/2/2025,10/2/2025,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,SHERWOOD ,OR,971409931
cif_cust_id_18193,loan_id_2102,Commercial,0,0,0,11/14/2024,11/14/2024,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,11/1/2022,8/25/2022,8/25/2022,11/14/2024,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,SUTHERLIN ,OR,974791931
cif_cust_id_19526,loan_id_2231,Commercial,0,0,0,,4/1/2040,0,0,0,,branch_id_10,, ,Not Defined,0,, ,0,,0,0,0,Installment,0,0,0,0,0,0,0,officer_id_020,3/25/2022,3/12/2020,4/1/2020,,,,0,,0,No Prepayment Penatly,0,Fixed,, ,365/365,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0, , ,0,0,Open,ENTERPRISE ,OR,978281331
cif_cust_id_01831,loan_id_0233,Commercial,0,0,6.75,1/8/2025,9/8/2026,0,0,3,9/8/2026,branch_id_05,11,M024,Monthly,0,Int Only,Y,24,530,71440,71440,1540000,Non _ Revolving,0,0,0,0,0,0,21,officer_id_061,9/8/2023,9/8/2023,9/8/2023,10/8/2023,12/16/2024,,0,,0,No Prepayment Penatly,0,WSJ Prime,,0000,365/360,8.5,6.75,8.5,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1, ,0,0,0,0,0,0, ,41,0,0,Open,LAS VEGAS ,NV,891357866
cif_cust_id_01831,loan_id_0234,Commercial,0,0,6.75,6/8/2025,4/18/2027,0,0,3,4/18/2027,branch_id_05,11,M024,Monthly,0,Int Only,Y,24,530,0,88000,880000,Non _ Revolving,0,0,0,0,0,0,23,officer_id_061,9/5/2024,9/4/2024,9/5/2024,10/8/2024,4/28/2025,,0,,0,No Prepayment Penatly,0,WSJ Prime,,0000,365/360,8.5,6.75,8.5,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1, ,0,0,0,0,0,0, ,41,0,0,Open,LAS VEGAS ,NV,891357866
cif_cust_id_05859,loan_id_0628,Commercial,0,0,9.75,11/9/2025,10/9/2026,0,0,3,10/9/2026,branch_id_03,11,M012,Monthly,0,Int Only,Y,12,530,0,75000,75000,Non _ Revolving,0,0,0,0,0,0,12,officer_id_032,10/9/2018,10/9/2018,10/9/2018,10/9/2023,10/9/2025,,0,,0,No Prepayment Penatly,0,WSJ Prime,,0000,365/360,8.25,6.75,5.25,0,,,3,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1, ,0,0,0,0,0,0, ,41,0,0,Open,JACKSONVILLE ,OR,975309391
cif_cust_id_09125,loan_id_1862,Installment,11418.21,_24.04,4.5,6/10/2026,1/10/2027,500,0,0,1/10/2027,Branch Not Assigned,_1,M024,Monthly,0,Reg P&I,Y,24,610,36000,0,36000,Installment,909.19,90.81,90.81,918.21,176.43,33.44,8,officer_id_011,1/10/2025,1/10/2025,1/10/2025,2/10/2025,,5/10/2026,0,,11394.17,No Prepayment Penatly,0,Fixed,, ,365/365,4.5,0,4.5,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1/10/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,1, ,0,0,0,0,3,0, ,41,0,0,Open,CENTRAL POINT ,OR,975029481
cif_cust_id_03755,loan_id_0448,Commercial,83835.95,279.59,4.14,4/26/2026,12/26/2028,3046.53,0,0,,branch_id_12,25,M088,Monthly,0,Reg P&I, ,0,140,315000,0,315000,Installment,0,0,0,78323.08,1116.18,221.74,33,officer_id_054,12/26/2018,12/26/2018,12/26/2018,9/26/2021,12/9/2024,3/25/2026,323,,84438.54,% of Current Balance,0,FHLB 5_YR,8/26/2026,M060,365/360,6.5,5.5,5.25,0,,8/26/2026,2.95,0,0,4.14,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,7/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,5, ,0,0,0,0,612440,0,C ,41,0,0,Open,KLAMATH FALLS ,OR,976018719
cif_cust_id_16504,loan_id_1258,Commercial,230550.85,222.13,5.79,5/18/2026,7/18/2047,1592.83,0,0,,branch_id_03,22,M300,Monthly,0,Reg P&I, ,0,170,249793.6,0,249793.6,Installment,441.67,1151.16,1151.16,51928.83,4207.51,853.7,255,officer_id_032,7/21/2022,7/18/2022,7/21/2022,8/18/2022,,4/17/2026,154,,230926.98,No Prepayment Penatly,0,FHLB 5_YR,7/18/2027,M060,365/360,5.79,0,3.33,0,,7/18/2027,2.55,0,0,5.79,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2, ,0,0,0,0,90840,0,X ,41,0,0,Open,JACKSONVILLE ,OR,975309773
cif_cust_id_13059,loan_id_1351,Commercial,548375.81,930.87,6.79,5/15/2026,8/15/2049,4897.78,0,0,,branch_id_02,35,M300,Monthly,0,Reg P&I, ,0,160,700000,0,700000,Installment,1681.63,3216.15,3216.15,76331.41,12399.33,2383.33,280,officer_id_064,8/22/2024,8/15/2024,8/22/2024,9/15/2024,,4/14/2026,154,,565911.95,% of Current Balance,16451.27,FHLB 5_YR,8/15/2029,M060,365/360,6.79,0,6.79,0,,8/15/2029,2.75,0,0,5.79,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2, ,0,0,0,0,367324,0,X ,53,0,0,Open,PORT TOWNSEND ,WA,983689259
cif_cust_id_13916,loan_id_1431,Commercial,278456.76,476.09,6.84,5/15/2026,7/15/2043,2310.76,0,0,,Branch Not Assigned,22,M300,Monthly,0,Reg P&I,N,0,190,350000,0,350000,Installment,666.96,1643.8,1643.8,124229.48,6009.54,1218.45,207,officer_id_011,7/11/2018,7/11/2018,7/11/2018,8/15/2018,7/11/2018,4/14/2026,154,,279086.85,% of Current Balance,0,FHLB 5_YR,6/15/2030,M060,365/360,5.93,4.17,3.26,0,,6/15/2030,2.672,0,0,4.742,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2/15/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,4, ,0,0,0,0,43446,0,X ,41,0,0,Open,JACKSONVILLE ,OR,975309870
cif_cust_id_16877,loan_id_1850,Commercial,238835.99,584.65,4.93,5/6/2026,7/6/2031,2287.52,0,0,7/6/2031,branch_id_03,22,M300,Monthly,0,Reg P&I,Y,120,170,391200,0,391200,Installment,0,0,0,75635.99,3765.81,752.27,63,officer_id_032,7/7/2021,7/6/2021,7/7/2021,8/6/2021,,4/5/2026,154,,241962.99,% of Current Balance,2388.35,Fixed,, ,365/360,4.93,0,4.93,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,2,2, ,0,0,0,0,52500,0,X* ,41,0,0,Open,MEDFORD ,OR,975014603
cif_cust_id_00006,loan_id_0002,Commercial,108396.06,310.56,3.82,4/28/2026,2/28/2029,943.2,0,0,2/28/2029,branch_id_02,10,M204,Monthly,0,Reg P&I,Y,120,510,0,0,154875,Installment,0,0,0,44658.91,1312.97,264.55,35,officer_id_064,2/28/2019,2/28/2019,2/28/2019,3/28/2022,,3/27/2026,154,,109944.58,% of Current Balance,1083.96,FHLB 5_YR,2/28/2027,M060,365/360,5.5,2.88,2.89,0,,2/28/2027,2.47,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,3/28/2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,0, ,0,0,0,0,0,0,X ,41,0,0,Open,ALBANY ,OR,973227093
cif_cust_id_00017,loan_id_0004,Commercial,166914.7,80.49,4.34,5/20/2026,9/20/2027,10326.46,0,0,,branch_id_10,22,M120,Monthly,0,Reg P&I, ,0,170,1000000,0,1000000,Installment,9666.53,659.93,659.93,230540.08,2571.79,484.96,17,officer_id_020,9/12/2017,9/12/2017,9/12/2017,10/20/2017,9/12/2017,4/19/2026,154,,167149.19,% of Current Balance,0,Fixed,, ,365/360,0,0,0,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,12/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3, ,323.12,0,0,0,0,0,X ,41,0,0,Open,GRANTS PASS ,OR,975262814
Borrower Not Found,loan_id_0036,Commercial,99698.23,22.15,4,5/22/2026,3/22/2031,1866.93,0,0,,branch_id_03,35,M120,Monthly,0,Reg P&I,N,0,160,285000,0,285000,Installment,1518.29,348.64,348.64,155382.9,1296.47,258.32,_49,officer_id_032,3/22/2011,3/22/2011,3/22/2011,4/22/2011,3/22/2021,4/21/2026,154,,99874.38,No Prepayment Penatly,0,Fixed,, ,365/360,0,0,0,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,11/22/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,4, ,0,0,0,0,0,0,X ,41,0,0,Open,MEDFORD ,OR,975010188
Borrower Not Found,loan_id_0037,Commercial,35361.01,58.94,4,5/9/2026,6/9/2031,631.19,0,0,,branch_id_03,35,M120,Monthly,0,Reg P&I,N,0,160,62171.93,0,95000,Installment,507.65,123.54,123.54,52408.04,456,90.82,62,officer_id_032,6/9/2011,6/9/2011,6/9/2011,7/9/2011,6/9/2021,4/8/2026,169,,35588.95,No Prepayment Penatly,0,Fixed,, ,365/360,0,0,0,0,,,0,0,0,0,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,8/9/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,4, ,0,0,0,0,0,0,X ,41,0,0,Open,MEDFORD ,OR,975010188
cif_cust_id_00223,loan_id_0042,Commercial,0,0,7.25,5/20/2026,10/20/2026,0,0,0,10/20/2026,branch_id_10,11,M012,Monthly,0,Int Only,Y,12,530,0,400000,100000,Revolving,0,0,0,25.28,0,0,10,officer_id_020,10/3/2018,10/20/2021,10/3/2018,11/20/2018,10/20/2025,,0,,0,No Prepayment Penatly,0,WSJ Prime,,0000,365/360,6.25,6.75,5.25,0,,,0.5,0,0,4,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,4, ,0,0,0,0,999999,0, ,41,0,0,Open,MEDFORD ,OR,975047140
cif_cust_id_00276,loan_id_0052,Commercial,12612,2.45,7,5/20/2026,4/20/2027,0,0,0,4/20/2027,branch_id_03,11,M012,Monthly,0,Int Only,Y,12,530,0,1000000,1000000,Revolving,0,0,0,0,2.45,2.45,12,officer_id_032,4/23/2026,4/20/2026,4/23/2026,5/20/2026,,4/22/2026,154,,12768.45,No Prepayment Penatly,0,WSJ Prime,,0000,365/360,7,0,6.75,0,,,0.25,0,0,7,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3, ,0,0,0,0,397320,0, ,41,0,0,Open,CENTRAL POINT ,OR,975021041
cif_cust_id_00364,loan_id_0069,Commercial,133769.88,662.35,7.75,5/1/2026,1/1/2027,0,0,0,1/1/2027,branch_id_02,11,M012,Monthly,0,Int Only,Y,12,530,0,300000,200000,Revolving,0,892.73,892.73,49926.9,3247.61,662.35,9,officer_id_064,9/10/2020,9/10/2020,9/10/2020,9/1/2021,1/1/2026,3/31/2026,33,,134520.41,No Prepayment Penatly,0,WSJ Prime,,0000,365/360,5.25,6.75,3.25,0,,,1,0,0,6,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1/1/2026,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,0, ,0,0,0,0,999999,0, ,41,0,0,Open,TANGENT ,OR,973899799
cif_cust_id_06062,loan_id_0095,Commercial,389199.36,138.87,6.5,5/22/2026,8/22/2043,3145.71,0,0,,branch_id_03,22,M300,Monthly,0,Reg P&I, ,0,190,470812,0,470812,Installment,976.58,2180,2180,192286.29,7977.03,1617.38,208,officer_id_032,8/22/2018,8/22/2018,8/22/2018,9/22/2018,8/22/2018,4/21/2026,154,,389492.23,% of Current Balance,0,FHLB 3_YR,8/22/2027,M036,365/360,5.55,3.95,3,0,,8/22/2027,2.55,0,0,5.55,0,0,1,0.05,0,9999999.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,21.74,12/22/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,3,3, ,1517.94,0,0,0,166721,0,X ,41,0,0,Open,ASHLAND ,OR,975202113
