loan_id,collateral_type,city,state,zip,value,vehicle_year,vehicle_make,vehicle_model,cross_foot,insurable_value
loan_id_0688,1154,DALLAS,OR,97338,"$365,000.00 ", , , ,$0.00 ,"$299,700.00 "
loan_id_0688,1154,DALLAS,OR,97338,"$367,000.00 ", , , ,$0.00 ,"$308,100.00 "
loan_id_1480,1154,MEDFORD,OR,97504,"$440,000.00 ", , , ,$0.00 ,"$241,165.00 "
loan_id_0474,1154,MEDFORD,OR,97504,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1798,1154,MEDFORD,OR,97504,"$1,050,000.00 ", , , ,$0.00 ,"$430,000.00 "
loan_id_1000,1154,ALBANY,OR,97322,"$350,000.00 ", , , ,$0.00 ,"$213,140.00 "
loan_id_1747,1154,PHOENIX,OR,97535,"$233,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2326,1154,MEDFORD,OR,97501,"$175,470.00 ", , , ,$0.00 ,"$108,890.00 "
loan_id_0529,1154,MEDFORD,OR,97501,"$840,000.00 ", , , ,$0.00 ,"$363,100.00 "
loan_id_2298,1154,SHADY COVE,OR,97539,"$249,120.00 ", , , ,$0.00 ,"$100,000.00 "
loan_id_1104,1154,KEIZER,OR,97303,"$239,904.00 ", , , ,$0.00 ,$0.00 
loan_id_0529,1154,GRANTS PASS,OR,97526,"$379,000.00 ", , , ,$0.00 ,"$337,000.00 "
loan_id_0529,1154,MEDFORD,OR,97501,"$385,000.00 ", , , ,$0.00 ,"$332,000.00 "
loan_id_0255,1154,CENTRAL POINT,OR,97502,"$215,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0529,1154,ASHLAND,OR,97520,"$730,000.00 ", , , ,$0.00 ,"$575,000.00 "
loan_id_0529,1154,MEDFORD,OR,97501,"$490,000.00 ", , , ,$0.00 ,"$309,000.00 "
loan_id_1746,1154,ASHLAND,OR,97520,"$258,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0529,1154,ASHLAND,OR,97520,"$710,000.00 ", , , ,$0.00 ,"$510,000.00 "
loan_id_1988,1154,WHITE CITY,OR,97503,"$2,170,000.00 ", , , ,$0.00 ,"$1,446,403.00 "
loan_id_0529,1154,MEDFORD,OR,97501,"$525,000.00 ", , , ,$0.00 ,"$449,000.00 "
loan_id_1750,1154,CENTRAL POINT,OR,97502,"$976,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0290,1154,GOLD HILL,OR,97525,"$490,000.00 ", , , ,$0.00 ,"$359,680.00 "
loan_id_2167,1170,MEDFORD,OR,97504,"$310,000.00 ", , , ,$0.00 ,"$276,000.00 "
loan_id_1761,1170,ROSEBURG,OR,97470,"$20,200,000.00 ", , , ,$0.00 ,"$9,490,000.00 "
loan_id_0119,1170,ASHLAND,OR,97520,"$14,065,000.00 ", , , ,$0.00 ,"$10,590,000.00 "
loan_id_1099,1170,ASHLAND,OR,97520,"$2,825,000.00 ", , , ,$0.00 ,"$2,085,000.00 "
loan_id_1290,1170,CENTRAL POINT,OR,97502,"$5,655,000.00 ", , , ,$0.00 ,"$4,785,000.00 "
loan_id_0620,1170,MEDFORD,OR,97504,"$5,700,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2167,1170,MEDFORD,OR,97501,"$275,000.00 ", , , ,$0.00 ,"$230,000.00 "
loan_id_1559,1170,WHITE CITY,OR,97503,"$6,550,000.00 ", , , ,$0.00 ,"$3,410,000.00 "
loan_id_0377,1170,MEDFORD,OR,97501,"$4,900,000.00 ", , , ,$0.00 ,"$3,325,000.00 "
loan_id_1681,1172,ASHLAND,OR,97520,"$1,450,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1598,1172,PHOENIX,OR,97535,"$4,540,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1168,1172,JACKSONVILLE,OR,97530,"$734,690.00 ", , , ,"$306,000.00 ","$687,270.00 "
loan_id_0287,1172,MEDFORD,OR,97501,"$1,400,000.00 ", , , ,$0.00 ,"$882,360.00 "
loan_id_1071,1173,MEDFORD,OR,97501,"$980,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2377,1173,JACKSONVILLE,OR,97530,"$845,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0070,1173,ALBANY,OR,97321,"$2,000,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1571,1173,GRANTS PASS,OR,97527,"$555,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0708,1173,GRANTS PASS,OR,97526,"$2,300,000.00 ", , , ,$0.00 ,"$1,710,000.00 "
loan_id_0709,1173,GRANTS PASS,OR,97526,"$2,300,000.00 ", , , ,$0.00 ,"$1,710,000.00 "
loan_id_1686,1173,GRANTS PASS,OR,97526,"$635,000.00 ", , , ,$0.00 ,"$440,060.00 "
loan_id_2367,1173,MEDFORD,OR,97501,"$510,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1757,1173,BUTTE FALLS,OR,97522,"$175,000.00 ", , , ,$0.00 ,"$104,220.00 "
loan_id_0727,1174,ASHLAND,OR,97520,"$650,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1422,1174,ASHLAND,OR,97520,"$650,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1140,1174,SALEM,OR,97302,"$227,710.00 ", , , ,$0.00 ,"$62,370.00 "
loan_id_0726,1174,TALENT,OR,97540,"$205,000.00 ", , , ,$0.00 ,"$117,340.00 "
loan_id_1422,1174,TALENT,OR,97540,"$205,000.00 ", , , ,$0.00 ,"$117,340.00 "
loan_id_2170,1174,EUGENE,OR,97408,"$2,260,000.00 ", , , ,$0.00 ,"$820,000.00 "
loan_id_0159,1174,ALBANY,OR,97321,"$310,000.00 ", , , ,$0.00 ,"$227,000.00 "
loan_id_1593,1174,BEND,OR,97701,"$1,160,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1594,1174,BEND,OR,97701,"$1,160,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1898,1174,INDEPENDENCE,OR,97351,"$2,110,000.00 ", , , ,$0.00 ,"$2,110,000.00 "
loan_id_1899,1174,INDEPENDENCE,OR,97351,"$2,110,000.00 ", , , ,$0.00 ,"$2,110,000.00 "
loan_id_1890,1174,PHOENIX,OR,97535,"$445,000.00 ", , , ,$0.00 ,"$333,220.00 "
loan_id_0670,1174,KLAMATH FALLS,OR,97601,"$530,000.00 ", , , ,$0.00 ,"$400,000.00 "
loan_id_1077,1174,MEDFORD,OR,97501,"$1,000,000.00 ", , , ,$0.00 ,"$560,000.00 "
loan_id_1563,1174,MEDFORD,OR,97501,"$1,700,000.00 ", , , ,$0.00 ,"$850,000.00 "
loan_id_0066,1174,ALBANY,OR,97321,"$2,540,000.00 ", , , ,$0.00 ,"$1,020,000.00 "
loan_id_0885,1174,MEDFORD,OR,97501,"$826,420.00 ", , , ,$0.00 ,"$304,070.00 "
loan_id_0863,1174,ASHLAND,OR,97520,"$1,566,950.00 ", , , ,"$305,040.00 ",$0.00 
loan_id_1593,1174,REDMOND,OR,97756,"$605,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1594,1174,REDMOND,OR,97756,"$605,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1486,1174,ALBANY,OR,97321,"$510,000.00 ", , , ,$0.00 ,"$510,000.00 "
loan_id_0094,1174,ASHLAND,OR,97520,"$615,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1655,1174,WILLIAMS,OR,97544,"$378,313.00 ", , , ,$0.00 ,"$235,433.00 "
loan_id_1852,1174,ASHLAND,OR,97520,"$2,170,440.00 ", , , ,$0.00 ,$0.00 
loan_id_0244,1174,CENTRAL POINT,OR,97502,"$1,145,000.00 ", , , ,$0.00 ,"$126,000.00 "
loan_id_1074,1174,GRANTS PASS,OR,97526,"$2,200,000.00 ", , , ,$0.00 ,"$1,936,890.00 "
loan_id_0638,1174,KLAMATH FALLS,OR,97601,"$3,660,000.00 ", , , ,$0.00 ,"$670,000.00 "
loan_id_2128,1174,JACKSONVILLE,OR,97530,"$440,000.00 ", , , ,$0.00 ,"$280,410.00 "
loan_id_1748,1174,JACKSONVILLE,OR,97530,"$440,000.00 ", , , ,$0.00 ,"$280,410.00 "
loan_id_0754,1174,ASHLAND,OR,97520,"$148,500.00 ", , , ,$0.00 ,"$37,780.00 "
loan_id_0907,1174,EAGLE POINT,OR,97524,"$600,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1128,1174,JACKSONVILLE,OR,97530,"$1,055,000.00 ", , , ,$0.00 ,"$510,000.00 "
loan_id_1145,1174,MEDFORD,OR,97501,"$180,000.00 ", , , ,$0.00 ,"$84,120.00 "
loan_id_1896,1174,MEDFORD,OR,97501,"$550,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2244,1174,MEDFORD,OR,97501,"$580,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1350,1174,SALEM,OR,97302,"$1,960,000.00 ", , , ,$0.00 ,"$1,330,000.00 "
loan_id_0937,1174,MEDFORD,OR,97501,"$129,650.00 ", , , ,$0.00 ,"$22,160.00 "
loan_id_2145,1174,JACKSONVILLE,OR,97530,"$321,000.00 ", , , ,$0.00 ,"$214,380.00 "
loan_id_0619,1174,ASHLAND,OR,97520,"$3,300,000.00 ", , , ,$0.00 ,"$2,150,000.00 "
loan_id_1994,1174,GRANTS PASS,OR,97526,"$750,000.00 ", , , ,$0.00 ,"$370,000.00 "
loan_id_1557,1174,MEDFORD,OR,97504,"$640,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0340,1174,MEDFORD,OR,97504,"$640,000.00 ", , , ,$0.00 ,"$475,000.00 "
loan_id_1029,1174,SHADY COVE,OR,97539,"$375,000.00 ", , , ,$0.00 ,"$215,631.00 "
loan_id_2242,1174,MEDFORD,OR,97501,"$2,000,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1368,1174,BEND,OR,97702,"$1,625,000.00 ", , , ,$0.00 ,"$610,000.00 "
loan_id_1367,1174,BEND,OR,97702,"$1,625,000.00 ", , , ,$0.00 ,"$610,000.00 "
loan_id_1385,1174,ELKTON,OR,97436,"$630,000.00 ", , , ,$0.00 ,"$575,664.00 "
loan_id_1075,1174,GRANTS PASS,OR,97527,"$4,000,000.00 ", , , ,$0.00 ,"$3,025,000.00 "
loan_id_0458,1174,MEDFORD,OR,97504,"$1,150,000.00 ", , , ,$0.00 ,"$840,000.00 "
loan_id_0459,1174,MEDFORD,OR,97504,"$1,150,000.00 ", , , ,$0.00 ,"$840,000.00 "
loan_id_1283,1174,MEDFORD,OR,97501,"$5,200,000.00 ", , , ,$0.00 ,"$3,660,000.00 "
loan_id_1850,1174,MEDFORD,OR,97501,"$880,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0300,1174,EAGLE POINT,OR,97524,"$1,598,680.00 ", , , ,$0.00 ,"$1,401,380.00 "
loan_id_0052,1174,CENTRAL POINT ,OR,97502,"$3,175,000.00 ", , , ,$0.00 ,"$2,215,000.00 "
loan_id_1208,1174,GOLD HILL,OR,97525,"$250,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0219,1174,PHOENIX,OR,97535,"$5,750,000.00 ", , , ,$0.00 ,"$3,300,000.00 "
loan_id_2236,1174,SALEM,OR,97305,"$5,900,000.00 ", , , ,$0.00 ,"$1,130,000.00 "
loan_id_1591,1174,CENTRAL POINT,OR,97502,"$2,400,000.00 ", , , ,$0.00 ,"$2,232,360.00 "
loan_id_0638,1174,KLAMATH FALLS,OR,97601,"$3,770,000.00 ", , , ,$0.00 ,"$980,000.00 "
loan_id_1006,1174,GRANTS PASS,OR,97527,"$530,000.00 ", , , ,$0.00 ,"$387,960.00 "
loan_id_2080,1174,GRANTS PASS,OR,97527,"$725,000.00 ", , , ,$0.00 ,"$570,000.00 "
loan_id_1101,1174,JACKSONVILLE,OR,97530,"$1,000,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1390,1174,MOLALLA,OR,97038,"$6,500,000.00 ", , , ,$0.00 ,"$1,930,000.00 "
loan_id_0723,1174,ALBANY,OR,97321,"$340,000.00 ", , , ,$0.00 ,"$114,540.00 "
loan_id_2243,1174,GRANTS PASS,OR,97526,"$2,750,000.00 ", , , ,$0.00 ,"$2,400,000.00 "
loan_id_2241,1174,GRANTS PASS,OR,97526,"$1,292,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2241,1174,GRANTS PASS,OR,97526,"$798,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2241,1174,GRANTS PASS,OR,97526,"$210,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0832,1174,CENTRAL POINT,OR,97502,"$625,000.00 ", , , ,$0.00 ,"$475,000.00 "
loan_id_1167,1174,MEDFORD,OR,97504,"$1,800,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0028,1174,MEDFORD,OR,97501,"$1,104,630.00 ", , , ,$0.00 ,"$924,220.00 "
loan_id_0576,1174,MEDFORD,OR,97501,"$385,000.00 ", , , ,$0.00 ,"$355,420.00 "
loan_id_1146,1174,MEDFORD,OR,97501,"$520,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1511,1175,SALEM,OR,97304,"$3,900,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2349,1175,ALBANY,OR,97321,"$339,180.00 ", , , ,$0.00 ,"$296,840.00 "
loan_id_2010,1175,MEDFORD,OR,97504,"$627,000.00 ", , , ,$0.00 ,"$305,290.00 "
loan_id_1339,1175,MEDFORD,OR,97504,"$13,980,000.00 ", , , ,$0.00 ,"$11,550,000.00 "
loan_id_0367,1175,MEDFORD,OR,97504,"$2,195,000.00 ", , , ,$0.00 ,"$1,410,000.00 "
loan_id_1303,1175,MEDFORD,OR,97504,"$513,410.00 ", , , ,$0.00 ,"$451,970.00 "
loan_id_0836,1175,MEDFORD,OR,97504,"$169,860.00 ", , , ,$0.00 ,"$169,860.00 "
loan_id_0651,1175,ASHLAND,OR,97520,"$768,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1688,1175,CENTRAL POINT,OR,97502,"$800,000.00 ", , , ,$0.00 ,"$760,000.00 "
loan_id_1534,1175,CAVE JUNCTION,OR,97523,"$190,000.00 ", , , ,$0.00 ,"$163,660.00 "
loan_id_1534,1175,CAVE JUNCTION,OR,97523,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1068,1175,ALBANY,OR,97321,"$550,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1156,1175,MEDFORD,OR,97501,"$450,000.00 ", , , ,$0.00 ,"$172,960.00 "
loan_id_0607,1175,MEDFORD,OR,97504,"$700,000.00 ", , , ,$0.00 ,"$410,000.00 "
loan_id_2250,1175,MEDFORD,OR,97504,"$915,000.00 ", , , ,$0.00 ,"$645,000.00 "
loan_id_2251,1175,MEDFORD,OR,97504,"$915,000.00 ", , , ,$0.00 ,"$645,000.00 "
loan_id_0565,1175,MEDFORD,OR,97501,"$845,000.00 ", , , ,"$417,000.00 ","$628,960.00 "
loan_id_0152,1175,MEDFORD,OR,97504,"$2,700,000.00 ", , , ,$0.00 ,"$2,255,000.00 "
loan_id_0585,1175,MEDFORD,OR,97504,"$1,450,000.00 ", , , ,$0.00 ,"$1,140,000.00 "
loan_id_0584,1175,MEDFORD,OR,97501,"$1,425,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0486,1175,PHOENIX,OR,97535,"$1,185,000.00 ", , , ,$0.00 ,"$650,000.00 "
loan_id_0912,1175,ALBANY,OR,97321,"$2,700,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0717,1175,MEDFORD,OR,97504,"$625,000.00 ", , , ,$0.00 ,"$315,680.00 "
loan_id_1533,1175,CENTRAL POINT,OR,97502,"$690,000.00 ", , , ,$0.00 ,"$602,770.00 "
loan_id_0259,1175,MEDFORD,OR,97504,"$125,000.00 ", , , ,$0.00 ,"$95,150.00 "
loan_id_0059,1177,MEDFORD,OR,97504,"$5,310,000.00 ", , , ,$0.00 ,"$2,279,615.00 "
loan_id_0736,1179,WHITE CITY,OR,97503,"$2,770,000.00 ", , , ,$0.00 ,"$780,000.00 "
loan_id_2061,1179,EAGLE POINT,OR,97524,"$4,740,000.00 ", , , ,$0.00 ,"$2,020,000.00 "
loan_id_2062,1179,EAGLE POINT,OR,97524,"$4,740,000.00 ", , , ,$0.00 ,"$2,020,000.00 "
loan_id_0058,1179,GRANTS PASS,OR,97526,"$3,245,000.00 ", , , ,$0.00 ,"$1,940,000.00 "
loan_id_0002,1179,PHILOMATH,OR,97370,"$235,000.00 ", , , ,$0.00 ,"$105,000.00 "
loan_id_1835,1179,MOLALLA,OR,97038,"$1,250,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0316,1179,WHITE CITY,OR,97503,"$2,450,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2359,1179,SALEM,OR,97301,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1473,1179,GRANTS PASS,OR,97526,"$660,000.00 ", , , ,$0.00 ,"$880,000.00 "
loan_id_0594,1179,EAGLE POINT,OR,97524,"$458,330.00 ", , , ,$0.00 ,$0.00 
loan_id_1886,1179,MEDFORD,OR,97501,"$890,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0169,1179,TALENT,OR,97540,"$1,000,000.00 ", , , ,$0.00 ,"$700,000.00 "
loan_id_0827,1179,MEDFORD,OR,97501,"$2,480,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0812,1179,AURORA,OR,97002,"$850,000.00 ", , , ,$0.00 ,"$300,000.00 "
loan_id_0358,1179,WHITE CITY,OR,97503,"$948,308.00 ", , , ,$0.00 ,"$729,428.00 "
loan_id_2150,1179,MEDFORD,OR,97501,"$1,800,000.00 ", , , ,$0.00 ,"$1,255,000.00 "
loan_id_1191,1179,MEDFORD,OR,97501,"$1,800,000.00 ", , , ,$0.00 ,"$1,255,000.00 "
loan_id_1139,1179,KLAMATH FALLS,OR,97603,"$176,968.50 ", , , ,$0.00 ,$0.00 
loan_id_0015,1179,TANGENT,OR,97389,"$700,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2331,1179,ASHLAND,OR,97520,"$550,000.00 ", , , ,$0.00 ,"$327,860.00 "
loan_id_0145,1179,MEDFORD,OR,97501,"$2,000,000.00 ", , , ,$0.00 ,"$1,723,390.00 "
loan_id_1903,1179,TANGENT,OR,97389,"$5,980,000.00 ", , , ,$0.00 ,"$3,018,980.00 "
loan_id_2148,1179,MEDFORD,OR,97501,"$930,000.00 ", , , ,$0.00 ,"$693,032.00 "
loan_id_2328,1179,ASHLAND,OR,97520,"$3,600,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1320,1179,KLAMATH FALLS,OR,97603,"$250,000.00 ", , , ,$0.00 ,"$76,430.00 "
loan_id_2351,1179,GRANTS PASS,OR,97527,"$1,500,000.00 ", , , ,$0.00 ,"$880,200.00 "
loan_id_0355,1179,PHOENIX,OR,97535,"$530,000.00 ", , , ,$0.00 ,"$458,902.00 "
loan_id_0356,1179,PHOENIX,OR,97535,"$530,000.00 ", , , ,$0.00 ,"$458,902.00 "
loan_id_0018,1179,PHOENIX,OR,97535,"$246,000.00 ", , , ,$0.00 ,"$69,770.00 "
loan_id_1799,1179,CENTRAL POINT,OR,97502,"$1,340,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2061,1179,CENTRAL POINT,OR,97502,"$2,380,000.00 ", , , ,$0.00 ,"$1,750,000.00 "
loan_id_2062,1179,CENTRAL POINT,OR,97502,"$2,380,000.00 ", , , ,$0.00 ,"$1,750,000.00 "
loan_id_1400,1179,SWEET HOME,OR,97386,"$850,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1091,1179,CENTRAL POINT,OR,97502,"$639,470.00 ", , , ,$0.00 ,"$437,880.00 "
loan_id_1090,1179,CENTRAL POINT,OR,97502,"$1,270,000.00 ", , , ,$0.00 ,"$1,130,000.00 "
loan_id_1581,1179,MEDFORD,OR,97501,"$280,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1835,1179,MOLALLA,OR,97038,"$1,250,000.00 ", , , ,$0.00 ,"$850,000.00 "
loan_id_0553,1179,MEDFORD,OR,97501,"$860,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1380,1179,CENTRAL POINT,OR,97502,"$1,945,000.00 ", , , ,$0.00 ,"$1,785,000.00 "
loan_id_2380,1179,CENTRAL POINT,OR,97502,"$875,000.00 ", , , ,$0.00 ,"$501,730.00 "
loan_id_1809,1179,MEDFORD,OR,97501,"$680,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0378,1179,MEDFORD,OR,97504,"$625,000.00 ", , , ,$0.00 ,"$226,000.00 "
loan_id_0167,1179,WHITE CITY,OR,97503,"$1,778,191.00 ", , , ,$0.00 ,"$1,335,000.00 "
loan_id_0334,1179,GRANTS PASS,OR,97527,"$1,600,000.00 ", , , ,$0.00 ,"$1,165,000.00 "
loan_id_2066,1179,WHITE CITY,OR,97503,"$4,570,000.00 ", , , ,$0.00 ,"$4,090,000.00 "
loan_id_0230,1179,WHITE CITY,OR,97503,"$360,000.00 ", , , ,$0.00 ,"$230,000.00 "
loan_id_2324,1179,PORTLAND,OR,97222,"$515,000.00 ", , , ,$0.00 ,"$360,000.00 "
loan_id_0088,1179,MEDFORD ,OR,97504,"$1,350,000.00 ", , , ,$0.00 ,"$1,175,000.00 "
loan_id_1190,1179,INDEPENDENCE,OR,97531,"$1,990,000.00 ", , , ,$0.00 ,"$1,660,000.00 "
loan_id_1589,1180,YREKA,CA,96097,"$2,550,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0043,1180,JACKSONVILLE,OR,97530,"$2,125,000.00 ", , , ,$0.00 ,"$1,925,000.00 "
loan_id_0073,1180,GRANTS PASS,OR,97526,"$3,510,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1106,1180,MEDFORD,OR,97504,"$7,850,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1031,1180,PORTLAND,OR,97217,"$10,190,000.00 ", , , ,$0.00 ,"$9,200,000.00 "
loan_id_1501,1180,PORTLAND,OR,97210,"$14,850,000.00 ", , , ,$0.00 ,"$7,270,000.00 "
loan_id_1417,1180,ASHLAND,OR,97520,"$4,698,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1418,1180,ASHLAND,OR,97520,"$4,698,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0783,1180,SPRINGFIELD,OR,97477,"$28,241,000.00 ", , , ,$0.00 ,"$24,500,000.00 "
loan_id_0785,1180,SPRINGFIELD,OR,97477,"$28,241,000.00 ", , , ,$0.00 ,"$24,500,000.00 "
loan_id_0838,1180,MEDFORD,OR,97504,"$7,300,000.00 ", , , ,$0.00 ,"$6,618,370.00 "
loan_id_0040,1180,ASHLAND,OR,97520,"$1,050,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1381,1180,MEDFORD,OR,97501,"$1,410,000.00 ", , , ,$0.00 ,"$1,200,270.00 "
loan_id_1590,1180,MEDFORD,OR,97501,"$650,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1687,1181,GRANTS PASS,OR,97526,"$450,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1489,1181,MEDFORD ,OR,97501,"$975,000.00 ", , , ,$0.00 ,"$344,600.00 "
loan_id_1423,1181,JACKSONVILLE,OR,97530,"$575,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0131,1182,KLAMATH FALLS,OR,97601,"$855,000.00 ", , , ,$0.00 ,"$575,421.00 "
loan_id_2049,1182,ALBANY,OR,97322,"$1,015,000.00 ", , , ,$0.00 ,"$583,090.00 "
loan_id_0426,1182,CHILOQUIN,OR,97624,"$775,000.00 ", , , ,$0.00 ,"$1,326,905.00 "
loan_id_0799,1182,EAGLE POINT,OR,97524,"$370,000.00 ", , , ,$0.00 ,"$258,560.00 "
loan_id_0632,1182,KLAMATH FALLS,OR,97601,"$257,000.00 ", , , ,$0.00 ,"$520,000.00 "
loan_id_0825,1182,GRANTS PASS,OR,97526,"$5,500,000.00 ", , , ,$0.00 ,"$3,976,030.00 "
loan_id_1180,1182,GRANTS PASS,OR,97526,"$765,000.00 ", , , ,$0.00 ,"$762,000.00 "
loan_id_0599,1182,ASHLAND,OR,97520,"$2,125,000.00 ", , , ,$0.00 ,"$2,004,120.00 "
loan_id_2006,1182,MEDFORD,OR,97501,"$2,310,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1916,1182,MEDFORD,OR,97504,"$3,950,000.00 ", , , ,$0.00 ,"$1,724,040.00 "
loan_id_1366,1182,EUGENE,OR,97401,"$3,200,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2131,1182,EAGLE POINT,OR,97524,"$825,000.00 ", , , ,$0.00 ,"$707,180.00 "
loan_id_0117,1182,ASHLAND,OR,97520,"$12,310,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1044,1182,JEFFERSON,OR,97532,"$350,000.00 ", , , ,$0.00 ,"$238,000.00 "
loan_id_1536,1182,ASHLAND,OR,97520,"$1,670,000.00 ", , , ,$0.00 ,"$1,020,000.00 "
loan_id_1487,1182,MEDFORD,OR,97501,"$855,430.00 ", , , ,$0.00 ,"$641,140.00 "
loan_id_2167,1182,GRANTS PASS,OR,97526,"$1,500,370.00 ", , , ,$0.00 ,"$885,000.00 "
loan_id_1693,1182,KLAMATH FALLS,OR,97603,"$250,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2116,1182,ASHLAND,OR,97520,"$4,580,000.00 ", , , ,$0.00 ,"$2,850,000.00 "
loan_id_0315,1182,TALENT,OR,97540,"$2,930,000.00 ", , , ,$0.00 ,"$2,365,000.00 "
loan_id_1925,1182,MEDFORD,OR,97501,"$1,680,000.00 ", , , ,$0.00 ,"$668,400.00 "
loan_id_2115,1182,ASHLAND,OR,97520,"$4,700,000.00 ", , , ,$0.00 ,"$3,916,450.00 "
loan_id_2327,1182,KLAMATH FALLS,OR,97601,"$2,560,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1192,1182,LEBANON,OR,97355,"$8,700,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1402,1182,PHOENIX,OR,97535,"$460,000.00 ", , , ,$0.00 ,"$156,170.00 "
loan_id_2347,1182,MEDFORD,OR,97501,"$750,000.00 ", , , ,$0.00 ,"$347,990.00 "
loan_id_0398,1182,SALEM,OR,97302,"$560,000.00 ", , , ,$0.00 ,"$270,000.00 "
loan_id_1141,1182,CENTRAL POINT,OR,97502,"$3,250,000.00 ", , , ,$0.00 ,"$650,000.00 "
loan_id_0284,1182,ALBANY,OR,97322,"$280,000.00 ", , , ,$0.00 ,"$141,900.00 "
loan_id_0895,1182,ALBANY,OR,97321,"$553,590.00 ", , , ,$0.00 ,"$529,400.00 "
loan_id_1386,1182,CANYONVILLE,OR,97417,"$435,000.00 ", , , ,$0.00 ,"$377,040.00 "
loan_id_0182,1182,KLAMATH FALLS ,OR,97601,"$616,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0481,1182,ALBANY,OR,97321,"$1,395,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2021,1182,GRANTS PASS,OR,97527,"$780,000.00 ", , , ,$0.00 ,"$395,000.00 "
loan_id_1873,1182,MEDFORD,OR,97504,"$1,300,000.00 ", , , ,$0.00 ,"$299,500.00 "
loan_id_0482,1182,ALBANY,OR,97321,"$3,270,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1798,1182,MEDFORD ,OR,97504,"$700,000.00 ", , , ,$0.00 ,"$756,100.00 "
loan_id_2020,1182,ASHLAND,OR,97520,"$1,165,000.00 ", , , ,$0.00 ,"$610,000.00 "
loan_id_0999,1182,MEDFORD,OR,97501,"$260,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1800,1182,MEDFORD,OR,97501,"$535,000.00 ", , , ,$0.00 ,"$100,000.00 "
