loan_id,collateral_type,city,state,zip,value,vehicle_year,vehicle_make,vehicle_model,cross_foot,insurable_value
loan_id_0814,1182,ALBANY,OR,97322,"$2,900,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0016,1182,ALBANY,OR,97322,"$1,925,000.00 ", , , ,$0.00 ,"$1,663,800.00 "
loan_id_1816,1183,GRANTS PASS,OR,97526,"$335,000.00 ", , , ,$0.00 ,"$177,380.00 "
loan_id_1170,1183,ASHLAND,OR,97520,"$329,000.00 ", , , ,$0.00 ,"$200,250.00 "
loan_id_1133,1183,CORVALLIS,OR,97330,"$2,750,000.00 ", , , ,$0.00 ,"$1,725,000.00 "
loan_id_0602,1183,MEDFORD,OR,97504,"$1,379,000.00 ", , , ,$0.00 ,"$1,143,000.00 "
loan_id_0612,1183,MEDFORD,OR,97504,"$3,850,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1245,1183,MEDFORD,OR,97504,"$2,090,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0623,1183,WEED,CA,96094,"$4,790,000.00 ", , , ,$0.00 ,"$4,787,783.00 "
loan_id_0190,1183,WEED,CA,96094,"$4,790,000.00 ", , , ,$0.00 ,"$4,787,783.00 "
loan_id_0038,1183,KEIZER,OR,97303,"$8,100,000.00 ", , , ,$0.00 ,"$6,750,000.00 "
loan_id_1467,1183,YUBA CITY,CA,95991,"$625,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0385,1184,CENTRAL POINT,OR,97502,"$1,375,000.00 ", , , ,$0.00 ,"$675,000.00 "
loan_id_0386,1184,CENTRAL POINT,OR,97502,"$1,375,000.00 ", , , ,$0.00 ,"$675,000.00 "
loan_id_1807,1184,CENTRAL POINT,OR,97502,"$2,750,000.00 ", , , ,$0.00 ,"$250,000.00 "
loan_id_1558,1184,SWEET HOME,OR,97386,"$780,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1732,1184,CENTRAL POINT,OR,97502,"$2,750,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1733,1184,CENTRAL POINT,OR,97502,"$2,750,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1341,1184,EAGLE POINT,OR,97524,"$1,200,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1332,1185,GRANTS PASS,OR,97526,"$1,620,000.00 ", , , ,$0.00 ,"$1,412,720.00 "
loan_id_0122,1185,SWEET HOME,OR,97386,"$1,170,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0443,1185,CENTRAL POINT,OR,97502,"$4,250,000.00 ", , , ,$0.00 ,"$3,950,000.00 "
loan_id_0444,1185,CENTRAL POINT,OR,97502,"$4,250,000.00 ", , , ,$0.00 ,"$3,950,000.00 "
loan_id_0444,1185,CENTRAL POINT ,OR,97502,"$125,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2018,1185,MEDFORD,OR,97501,"$1,975,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2019,1185,MEDFORD,OR,97501,"$1,975,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0304,1185,DEPOE BAY,OR,97341,"$865,000.00 ", , , ,$0.00 ,"$466,440.00 "
loan_id_0305,1185,DEPOE BAY,OR,97341,"$865,000.00 ", , , ,$0.00 ,"$466,440.00 "
loan_id_0057,1185,GRANTS PASS,OR,97526,"$1,577,000.00 ", , , ,$0.00 ,"$1,272,180.00 "
loan_id_0896,1185,KLAMATH FALLS,OR,97603,"$5,650,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1316,1185,ALBANY,OR,97322,"$1,880,000.00 ", , , ,$0.00 ,"$1,690,000.00 "
loan_id_0456,1185,TALENT,OR,97540,"$2,740,000.00 ", , , ,$0.00 ,"$1,190,000.00 "
loan_id_0383,1185,KLAMATH FALLS,OR,97603,"$3,375,000.00 ", , , ,$0.00 ,"$3,100,000.00 "
loan_id_0850,1186,ASHLAND,OR,97520,"$640,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0609,1186,KLAMATH FALLS,OR,97601,"$2,600,000.00 ", , , ,$0.00 ,"$2,522,557.00 "
loan_id_1253,1187,MEDFORD,OR,97501,"$200,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0403,1187,ALBANY,OR,97322,"$575,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1531,1187,CLACKAMAS,OR,97015,"$1,760,000.00 ", , , ,$0.00 ,"$498,381.00 "
loan_id_0324,1187,KLAMATH FALLS,OR,97601,"$697,160.00 ", , , ,$0.00 ,"$649,410.00 "
loan_id_1825,1187,MEDFORD,OR,97501,"$1,175,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0537,1187,MEDFORD,OR,97501,"$6,970,000.00 ", , , ,$0.00 ,"$6,970,000.00 "
loan_id_1474,1187,GRANTS PASS,OR,97526,"$960,000.00 ", , , ,$0.00 ,"$1,295,000.00 "
loan_id_0676,1187,ALBANY,OR,97322,"$1,825,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0675,1187,ALBANY,OR,97322,"$740,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0703,1187,MEDFORD,OR,97501,"$425,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1314,1187,SALEM,OR,97302,"$2,325,000.00 ", , , ,$0.00 ,"$1,337,457.00 "
loan_id_1055,1187,TANGENT,OR,97389,"$3,460,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1056,1187,TANGENT,OR,97389,"$3,460,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0144,1187,MEDFORD,OR,97501,"$2,565,000.00 ", , , ,$0.00 ,"$2,242,660.00 "
loan_id_0350,1187,SALEM,OR,97301,"$5,950,000.00 ", , , ,$0.00 ,"$3,920,000.00 "
loan_id_1054,1187,CORNELIUS,OR,97123,"$2,680,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1058,1187,CORNELIUS,OR,97123,"$2,680,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0060,1187,MEDFORD,OR,97504,"$2,300,000.00 ", , , ,$0.00 ,"$1,846,320.00 "
loan_id_0359,1187,ALBANY,OR,97322,"$2,580,000.00 ", , , ,$0.00 ,"$768,905.25 "
loan_id_0360,1187,ALBANY,OR,97322,"$2,580,000.00 ", , , ,$0.00 ,"$768,905.25 "
loan_id_1057,1187,SALEM,OR,97305,"$2,660,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1472,1187,MEDFORD,OR,97501,"$1,810,000.00 ", , , ,$0.00 ,"$1,421,870.00 "
loan_id_1291,1187,MEDFORD,OR,97502,"$2,320,000.00 ", , , ,$0.00 ,"$1,290,000.00 "
loan_id_1073,1187,CORVALLIS,OR,97330,"$3,760,000.00 ", , , ,$0.00 ,"$2,090,000.00 "
loan_id_0606,1187,CENTRAL POINT,OR,97502,"$1,870,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1157,1187,MEDFORD,OR,97502,"$4,450,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0702,1187,MEDFORD,OR,97501,"$375,000.00 ", , , ,$0.00 ,"$218,870.00 "
loan_id_0891,1187,WHITE CITY,OR,97503,"$1,190,000.00 ", , , ,$0.00 ,"$645,000.00 "
loan_id_0901,1189,MEDFORD,OR,97504,"$2,550,000.00 ", , , ,$0.00 ,"$2,259,700.00 "
loan_id_0867,1189,ASHLAND,OR,97520,"$1,972,220.00 ", , , ,$0.00 ,"$500,000.00 "
loan_id_0797,1189,EAGLE POINT,OR,97524,"$325,000.00 ", , , ,$0.00 ,"$269,480.00 "
loan_id_0798,1189,EAGLE POINT,OR,97524,"$325,000.00 ", , , ,$0.00 ,"$269,480.00 "
loan_id_0795,1189,EAGLE POINT,OR,97524,"$325,000.00 ", , , ,$0.00 ,"$269,480.00 "
loan_id_0982,1189,MEDFORD,OR,97504,"$5,685,000.00 ", , , ,$0.00 ,"$4,285,000.00 "
loan_id_2352,1189,GRANTS PASS,OR,97527,"$1,930,000.00 ", , , ,$0.00 ,"$1,510,000.00 "
loan_id_0232,1189,MEDFORD,OR,97504,"$288,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1904,1189,MEDFORD,OR,97501,"$415,440.00 ", , , ,$0.00 ,"$302,200.00 "
loan_id_1763,1189,GRANTS PASS,OR,97526,"$371,000.00 ", , , ,$0.00 ,"$242,490.00 "
loan_id_0730,1189,ASHLAND,OR,97520,"$550,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1796,1189,MEDFORD,OR,97501,"$3,000,000.00 ", , , ,$0.00 ,"$1,880,850.00 "
loan_id_1098,1189,CENTRAL POINT,OR,97502,"$320,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2325,1189,MEDFORD,OR,97504,"$1,040,000.00 ", , , ,$0.00 ,"$640,000.00 "
loan_id_0296,1189,MEDFORD,OR,97504,"$7,940,000.00 ", , , ,$0.00 ,"$7,142,430.00 "
loan_id_1317,1189,MEDFORD,OR,97504,"$7,940,000.00 ", , , ,$0.00 ,"$7,142,430.00 "
loan_id_2048,1189,KLAMATH FALLS,OR,97601,"$490,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0095,1189,ASHLAND,OR,97520,"$1,390,000.00 ", , , ,$0.00 ,"$1,097,720.00 "
loan_id_2024,1189,MEDFORD,OR,97504,"$7,780,000.00 ", , , ,$0.00 ,"$6,660,000.00 "
loan_id_0027,1189,JACKSONVILLE,OR,97530,"$550,000.00 ", , , ,$0.00 ,"$154,970.00 "
loan_id_1215,1189,SALEM,OR,97301,"$1,420,000.00 ", , , ,$0.00 ,"$1,132,510.00 "
loan_id_1891,1189,MEDFORD,OR,97501,"$785,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0711,1189,HEALDSBURG,CA,95448,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1310,1189,MEDFORD,OR,97504,"$1,220,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1311,1189,MEDFORD,OR,97504,"$1,220,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1431,1189,MEDFORD,OR,97504,"$910,000.00 ", , , ,$0.00 ,"$760,000.00 "
loan_id_0124,1189,ASHLAND,OR,97520,"$1,373,110.00 ", , , ,$0.00 ,$0.00 
loan_id_1914,1190,MEDFORD,OR,97504,"$916,885.00 ", , , ,$0.00 ,$0.00 
loan_id_0300,1190,EAGLE POINT,OR,97524,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0300,1190,EAGLE POINT,OR,97524,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1367,1190,TALENT,OR,97540,"$75,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1521,1190,ROGUE RIVER,OR,97537,"$535,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0154,1190,MEDFORD,OR,97504,"$1,210,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1730,1191,LEBANON,OR,97355,"$420,000.00 ", , , ,$0.00 ,"$25,100.00 "
loan_id_0106,1191,LEBANON,OR,97355,"$420,000.00 ", , , ,$0.00 ,"$25,100.00 "
loan_id_1034,1191,ALBANY,OR,97321,"$405,000.00 ", , , ,$0.00 ,"$168,370.00 "
loan_id_0696,1191,ALBANY,OR,97321,"$1,155,000.00 ", , , ,$0.00 ,"$548,448.00 "
loan_id_1237,1191,MEDFORD,OR,97501,"$6,920,000.00 ", , , ,$0.00 ,"$5,900,000.00 "
loan_id_1869,1191,JACKSONVILLE,OR,97530,"$835,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1775,1191,JACKSONVILLE,OR,97530,"$870,000.00 ", , , ,$0.00 ,"$768,239.00 "
loan_id_1535,1191,MEDFORD,OR,97501,"$3,040,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0321,1191,SALEM ,OR,97302,"$930,000.00 ", , , ,$0.00 ,"$665,000.00 "
loan_id_1997,1191,GRANTS PASS,OR,97526,"$1,690,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1592,1191,ASHLAND,OR,97520,"$1,600,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0006,1191, , , ,"$574,761.00 ", , , ,$0.00 ,"$333,753.00 "
loan_id_0332,1191,SALEM,OR,97302,"$330,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0636,1191,MEDFORD,OR,97501,"$385,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0793,1191,MEDFORD,OR,97504,"$230,000.00 ", , , ,$0.00 ,"$153,020.00 "
loan_id_0794,1191,MEDFORD,OR,97504,"$230,000.00 ", , , ,$0.00 ,"$153,020.00 "
loan_id_1300,1191,SALEM,OR,97302,"$2,100,000.00 ", , , ,$0.00 ,"$2,011,200.00 "
loan_id_0004,1191,GRANTS PASS,OR,97526,"$59,450.00 ", , , ,$0.00 ,$0.00 
loan_id_2134,1191,MEDFORD,OR,97501,"$246,050.00 ", , , ,$0.00 ,"$172,000.00 "
loan_id_1430,1191,ASHLAND,OR,97520,"$1,375,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0411,1191,ALBANY,OR,97321,"$319,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0004,1191,GRANTS PASS,OR,97526,"$1,329,650.00 ", , , ,$0.00 ,$0.00 
loan_id_0496,1191,MEDFORD,OR,97504,"$1,050,000.00 ", , , ,$0.00 ,"$435,350.00 "
loan_id_0004,1191,GRANTS PASS,OR,97526,"$60,900.00 ", , , ,$0.00 ,$0.00 
loan_id_0101,1191,GRANTS PASS,OR,97526,"$325,000.00 ", , , ,$0.00 ,"$235,000.00 "
loan_id_2292,1191,GRANTS PASS,OR,97526,"$314,000.00 ", , , ,$0.00 ,"$198,660.00 "
loan_id_1535,1191,MEDFORD,OR ,97504,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1535,1191,MEDFORD,OR,97504,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1675,1191,MEDFORD,OR,97504,"$6,270,000.00 ", , , ,$0.00 ,"$5,855,000.00 "
loan_id_0373,1191,KLAMATH FALLS,OR,97603,"$100,000.00 ", , , ,$0.00 ,"$80,450.00 "
loan_id_0591,1191,MEDFORD,OR,97504,"$1,325,000.00 ", , , ,$0.00 ,"$916,641.00 "
loan_id_0353,1191,SALEM,OR,97301,"$5,311,720.00 ", , , ,$0.00 ,"$4,774,500.00 "
loan_id_0351,1191,SALEM ,OR,97301,"$4,540,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2141,1191,SALEM,OR,97302,"$2,470,000.00 ", , , ,$0.00 ,"$2,080,000.00 "
loan_id_2142,1191,SALEM,OR,97302,"$2,470,000.00 ", , , ,$0.00 ,"$2,080,000.00 "
loan_id_0213,1191,JACKSONVILLE,OR,97530,"$4,380,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0410,1191,CENTRAL POINT,OR,97502,"$4,500,000.00 ", , , ,$0.00 ,"$4,035,000.00 "
loan_id_0691,1191,ALBANY,OR,97321,"$425,000.00 ", , , ,$0.00 ,"$285,470.00 "
loan_id_0006,1191,ASHLAND,OR,97520,"$200,239.00 ", , , ,$0.00 ,"$116,275.00 "
loan_id_0009,1191,ASHLAND,OR,97520,"$390,000.00 ", , , ,$0.00 ,"$327,300.00 "
loan_id_1685,1191,SALEM,OR,97306,"$1,300,000.00 ", , , ,$0.00 ,"$950,000.00 "
loan_id_2179,1191,GRANTS PASS,OR,97526,"$330,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1865,1191,ALBANY,OR,97321,"$378,515.00 ", , , ,$0.00 ,$0.00 
loan_id_2159,1191,MEDFORD,OR,97504,"$157,371.43 ", , , ,$0.00 ,"$199,261.00 "
loan_id_2159,1191,MEDFORD,OR,97504,"$323,828.57 ", , , ,$0.00 ,"$356,284.00 "
loan_id_2159,1191,MEDFORD,OR,97504,"$509,600.00 ", , , ,$0.00 ,"$592,462.00 "
loan_id_1915,1191,MEDFORD,OR,97504,"$193,500.00 ", , , ,$0.00 ,"$165,370.00 "
loan_id_0276,1191,CENTRAL POINT,OR,97502,"$2,140,000.00 ", , , ,$0.00 ,"$2,012,630.00 "
loan_id_1329,1191,CENTRAL POINT,OR,97502,"$620,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1856,1191,SALEM,OR,97302,"$2,260,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1084,1191,LEBANON,OR,97355,"$490,000.00 ", , , ,$0.00 ,"$1,689,000.00 "
loan_id_0370,1191,ALBANY,OR,97321,"$370,000.00 ", , , ,$0.00 ,"$233,690.00 "
loan_id_2205,1191,MEDFORD,OR,97504,"$690,000.00 ", , , ,$0.00 ,"$454,810.00 "
loan_id_2206,1191,MEDFORD,OR,97504,"$690,000.00 ", , , ,$0.00 ,"$454,810.00 "
loan_id_0797,1191,WHITE CITY,OR,97503,"$470,770.00 ", , , ,$0.00 ,"$289,740.00 "
loan_id_0798,1191,WHITE CITY,OR,97503,"$470,770.00 ", , , ,$0.00 ,"$289,740.00 "
loan_id_0795,1191,WHITE CITY,OR,97503,"$470,770.00 ", , , ,$0.00 ,"$289,740.00 "
loan_id_1738,1191,JACKSONVILLE,OR,97530,"$395,000.00 ", , , ,$0.00 ,"$294,230.00 "
loan_id_1739,1191,JACKSONVILLE,OR,97530,"$395,000.00 ", , , ,$0.00 ,"$294,230.00 "
loan_id_2206,1191, , , ,"$300,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1819,1191,GRANTS PASS,OR,97526,"$450,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2361,1191,ASHLAND,OR,97520,"$75,000.00 ", , , ,$0.00 ,"$100,000.00 "
loan_id_2360,1191,ASHLAND,OR,97520,"$135,000.00 ", , , ,$0.00 ,"$140,000.00 "
loan_id_0357,1191,GRANTS PASS,OR,97526,"$795,000.00 ", , , ,$0.00 ,"$425,560.00 "
loan_id_2268,1191,MEDFORD,OR,97501,"$255,000.00 ", , , ,$0.00 ,"$107,090.00 "
loan_id_2329,1193,ASHLAND,OR,97520,"$450,000.00 ", , , ,$0.00 ,"$153,300.00 "
loan_id_1171,1193,DALLAS,OR,97338,"$1,300,000.00 ", , , ,$0.00 ,"$450,000.00 "
loan_id_0245,1193,BEAVERCREEK,OR,97004,"$2,630,000.00 ", , , ,$0.00 ,"$2,987,140.00 "
loan_id_0246,1193,BEAVERCREEK,OR,97004,"$2,630,000.00 ", , , ,$0.00 ,"$2,987,140.00 "
loan_id_1035,1193,HALSEY,OR,97348,"$1,937,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0020,1193,SHEDD,OR,97377,"$330,000.00 ", , , ,$0.00 ,"$91,800.00 "
loan_id_0019,1193,SHEDD,OR,97377,"$650,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1432,1193,BROWNSVILLE,OR,97327,"$1,213,000.00 ", , , ,$0.00 ,"$123,500.00 "
loan_id_0326,1193,SCIO,OR,97374,"$1,075,000.00 ", , , ,$0.00 ,"$345,000.00 "
loan_id_0327,1193,SCIO,OR,97374,"$1,075,000.00 ", , , ,$0.00 ,"$345,000.00 "
loan_id_2133,1193,MEDFORD,OR,97504,"$1,450,000.00 ", , , ,"$407,442.00 ",$0.00 
loan_id_1258,1193,JACKSONVILLE,OR,97530,"$1,600,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0616,1193,INDEPENDENCE,OR,97351,"$1,110,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2353,1193,GRANTS PASS,OR,97527,"$2,285,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1280,1193,SALEM,OR,97305,"$1,800,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1371,1193,SALEM,OR,97305,"$1,800,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1280,1193,SALEM,OR,97305,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1371,1193,SALEM,OR,97305,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1601,1193,CENTRAL POINT,OR,97502,"$1,600,000.00 ", , , ,$0.00 ,"$1,040,908.00 "
loan_id_1661,1193,JACKSONVILLE,OR,97530,"$5,465,000.00 ", , , ,$0.00 ,"$2,035,000.00 "
loan_id_1503,1194,GRANTS PASS,OR,97526,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1503,1194,GRANTS PASS,OR,97526,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0339,1195,GRANTS PASS,OR,97526,"$2,650,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1759,1195,GRANTS PASS,OR,97526,"$2,650,000.00 ", , , ,$0.00 ,"$197,500.00 "
loan_id_0567,1195,MEDFORD,OR,97501,"$540,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0100,1195,MEDFORD,OR,97504,"$850,000.00 ", , , ,$0.00 ,"$669,930.00 "
loan_id_0257,1195,CENTRAL POINT,OR,97502,"$570,000.00 ", , , ,$0.00 ,$0.00 
loan_id_1026,1195,PHOENIX,OR,97535,"$6,490,000.00 ", , , ,$0.00 ,$0.00 
loan_id_2023,1195,CENTRAL POINT,OR,97520,"$9,600,000.00 ", , , ,$0.00 ,"$8,700,000.00 "
loan_id_1326,1195,CENTRAL POINT ,OR,97502,"$315,000.00 ", , , ,$0.00 ,"$315,000.00 "
loan_id_1326,1195,CENTRAL POINT,OR,97502,"$270,000.00 ", , , ,$0.00 ,"$270,000.00 "
loan_id_1326,1195,CENTRAL POINT,OR,97502,"$290,000.00 ", , , ,$0.00 ,"$290,000.00 "
loan_id_0273,1195,WHITE CITY,OR,97503,"$3,750,000.00 ", , , ,$0.00 ,"$3,457,250.00 "
loan_id_1326,1195,CENTRAL POINT,OR,97502,"$315,000.00 ", , , ,$0.00 ,"$315,000.00 "
loan_id_1326,1195,CENTRAL POINT,OR,97502,"$315,000.00 ", , , ,$0.00 ,"$315,000.00 "
loan_id_0530,1195,ALBANY,OR,97321,"$895,000.00 ", , , ,$0.00 ,"$650,000.00 "
loan_id_2190,1195,WHITE CITY,OR,97503,"$425,000.00 ", , , ,$0.00 ,"$384,310.00 "
loan_id_1659,1195,WHITE CITY,OR,97503,"$8,470,000.00 ", , , ,$0.00 ,"$3,420,000.00 "
loan_id_1660,1195,WHITE CITY,OR,97503,"$8,470,000.00 ", , , ,$0.00 ,"$3,420,000.00 "
loan_id_2119,1195,WHITE CITY,OR,97503,"$8,470,000.00 ", , , ,$0.00 ,"$3,420,000.00 "
loan_id_1680,1196,CENTRAL POINT,OR,97502,"$165,000.00 ", , , ,$0.00 ,"$71,260.00 "
loan_id_2293,2100, , , ,"$546,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0782,2100, , , ,"$8,630,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0885,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0251,4300, , , ,$0.00 , , , ,"$860,000.00 ",$0.00 
loan_id_1598,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0167,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0276,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2191,4300, , , ,$0.00 , , , ,"$123,000.00 ",$0.00 
loan_id_1235,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1236,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1423,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1661,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0565,4300, , , ,$0.00 , , , ,"$417,000.00 ",$0.00 
loan_id_0276,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0782,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0244,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1423,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1029,4300, , , ,"$500,000.00 ", , , ,$0.00 ,"$500,000.00 "
loan_id_2364,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2365,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2363,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1736,4300, , , ,$0.00 , , , ,"$471,700.00 ",$0.00 
loan_id_0782,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0782,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2001,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2002,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1235,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1236,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0585,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1598,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1411,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0567,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1856,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1208,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1611,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1341,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1368,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1367,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0165,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0479,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1368,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1367,4300, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0616,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1289,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1841,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0941,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1201,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1280,4411, , , ,"$689,100.00 ", , , ,$0.00 ,$0.00 
loan_id_0701,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2266,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_2267,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0715,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1661,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1601,4411, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0081,4415, , , ,"$85,000.00 ", , , ,$0.00 ,$0.00 
loan_id_0326,4417, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0327,4417, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0328,4417, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0329,4417, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1203,4417, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1663,5400, , , ,"$251,545.00 ", , , ,$0.00 ,$0.00 
loan_id_1664,5400, , , ,"$251,545.00 ", , , ,$0.00 ,$0.00 
loan_id_1504,5400, , , ,"$330,056.00 ", , , ,$0.00 ,"$264,046.00 "
loan_id_1652,5400, , , ,"$3,664,605.00 ", , , ,$0.00 ,$0.00 
loan_id_1164,5400, , , ,"$463,207.00 ", , , ,$0.00 ,$0.00 
loan_id_1164,5400, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1643,5400, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_0046,5410, , , ,"$34,000.00 ", , , ,$0.00 ,"$34,000.00 "
loan_id_1208,5415, , , ,$0.00 , , , ,$0.00 ,$0.00 
loan_id_1074,5415, , , ,$0.00 , , , ,$0.00 ,$0.00 
